"REF_DATE","GEO","DGUID","Farm products","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-12","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","228.35","","","","2"
"2020-01","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","229.64","","","","2"
"2020-02","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","238.31","","","","2"
"2020-03","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","241.58","","","","2"
"2020-04","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","237.80","","","","2"
"2020-05","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","241.00","","","","2"
"2020-06","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","236.53","","","","2"
"2020-07","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","233.44","","","","2"
"2020-08","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","222.00","","","","2"
"2020-09","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","220.00","","","","2"
"2020-10","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","223.00","","","","2"
"2020-11","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","229.00","","","","2"
"2020-12","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","241.00","","","","2"
"2021-01","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","247.00","","","","2"
"2021-02","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","259.00","","","","2"
"2021-03","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","255.00","","","","2"
"2021-04","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","269.00","","","","2"
"2021-05","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","267.00","","","","2"
"2021-06","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","294.00","","","","2"
"2021-07","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","284.00","","","","2"
"2021-08","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","305.00","","","","2"
"2021-09","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","305.00","","","","2"
"2021-10","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","348.00","","","","2"
"2021-11","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","393.00","","","","2"
"2021-12","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","395.00","","","","2"
"2022-01","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","515.00","","","","2"
"2022-02","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","524.00","","","","2"
"2022-03","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","549.00","","","","2"
"2022-04","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","573.00","","","","2"
"2022-05","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","544.00","","","","2"
"2022-06","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","600.00","","","","2"
"2022-07","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","487.00","","","","2"
"2022-08","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","365.00","","","","2"
"2022-09","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","365.00","","","","2"
"2022-10","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","368.00","","","","2"
"2022-11","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","327.00","","","","2"
"2022-12","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","315.00","","","","2"
"2023-01","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","342.00","","","","2"
"2023-02","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","322.00","","","","2"
"2023-03","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","313.00","","","","2"
"2023-04","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","293.00","","","","2"
"2023-05","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","283.00","","","","2"
"2023-06","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","265.00","","","","2"
"2023-07","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","249.00","","","","2"
"2023-08","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","285.00","","","","2"
"2023-09","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","285.00","","","","2"
"2023-10","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","271.00","","","","2"
"2023-11","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","288.00","","","","2"
"2023-12","Quebec","2016A000224","Oats [115113111]","Dollars per metric tonne","117","units","0","v31212117","5.13","325.00","","","","2"
"2001-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","131.58","","","","2"
"2001-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","135.03","","","","2"
"2001-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","130.87","","","","2"
"2001-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","136.73","","","","2"
"2001-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","134.85","","","","2"
"2001-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","133.18","","","","2"
"2001-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","136.31","","","","2"
"2001-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","126.32","","","","2"
"2001-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","127.45","","","","2"
"2001-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","130.04","","","","2"
"2001-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","133.16","","","","2"
"2001-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","144.53","","","","2"
"2002-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","149.89","","","","2"
"2002-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","143.46","","","","2"
"2002-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","145.92","","","","2"
"2002-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","144.84","","","","2"
"2002-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","138.23","","","","2"
"2002-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","137.16","","","","2"
"2002-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","138.44","","","","2"
"2002-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","133.02","","","","2"
"2002-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","140.08","","","","2"
"2002-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","130.81","","","","2"
"2002-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","134.93","","","","2"
"2002-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","150.32","","","","2"
"2003-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","148.12","","","","2"
"2003-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","156.15","","","","2"
"2003-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","155.76","","","","2"
"2003-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","151.57","","","","2"
"2003-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","150.48","","","","2"
"2003-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","152.45","","","","2"
"2003-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","134.89","","","","2"
"2003-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","111.79","","","","2"
"2003-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","111.52","","","","2"
"2003-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","103.52","","","","2"
"2003-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","112.88","","","","2"
"2003-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","106.59","","","","2"
"2004-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","125.12","","","","2"
"2004-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","126.35","","","","2"
"2004-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","128.54","","","","2"
"2004-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","136.71","","","","2"
"2004-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","133.33","","","","2"
"2004-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","129.17","","","","2"
"2004-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","130.99","","","","2"
"2004-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","106.05","","","","2"
"2004-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","108.80","","","","2"
"2004-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","111.45","","","","2"
"2004-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","115.41","","","","2"
"2004-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","119.02","","","","2"
"2005-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","109.29","","","","2"
"2005-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","113.52","","","","2"
"2005-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","109.45","","","","2"
"2005-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","115.31","","","","2"
"2005-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","105.46","","","","2"
"2005-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","101.66","","","","2"
"2005-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","106.35","","","","2"
"2005-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","100.54","","","","2"
"2005-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","99.66","","","","2"
"2005-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","100.42","","","","2"
"2005-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","102.24","","","","2"
"2005-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","109.97","","","","2"
"2006-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","125.85","","","","2"
"2006-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","123.30","","","","2"
"2006-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","120.81","","","","2"
"2006-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","123.32","","","","2"
"2006-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","123.48","","","","2"
"2006-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","118.70","","","","2"
"2006-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","120.82","","","","2"
"2006-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","103.03","","","","2"
"2006-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","98.82","","","","2"
"2006-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","109.31","","","","2"
"2006-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","124.05","","","","2"
"2006-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","144.93","","","","2"
"2007-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","150.52","","","","2"
"2007-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","158.60","","","","2"
"2007-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","165.27","","","","2"
"2007-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","168.48","","","","2"
"2007-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","170.78","","","","2"
"2007-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","170.28","","","","2"
"2007-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","170.29","","","","2"
"2007-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","160.41","","","","2"
"2007-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","165.77","","","","2"
"2007-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","178.61","","","","2"
"2007-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","190.94","","","","2"
"2007-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","191.78","","","","2"
"2008-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","194.31","","","","2"
"2008-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","199.61","","","","2"
"2008-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","196.55","","","","2"
"2008-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","207.48","","","","2"
"2008-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","205.46","","","","2"
"2008-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","205.71","","","","2"
"2008-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","218.18","","","","2"
"2008-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","191.66","","","","2"
"2008-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","195.05","","","","2"
"2008-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","192.56","","","","2"
"2008-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","194.79","","","","2"
"2008-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","184.33","","","","2"
"2009-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","183.79","","","","2"
"2009-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","182.23","","","","2"
"2009-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","175.18","","","","2"
"2009-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","177.55","","","","2"
"2009-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","171.51","","","","2"
"2009-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","170.89","","","","2"
"2009-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","163.49","","","","2"
"2009-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","136.64","","","","2"
"2009-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","141.09","","","","2"
"2009-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","121.73","","","","2"
"2009-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","131.16","","","","2"
"2009-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","134.13","","","","2"
"2010-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","133.58","","","","2"
"2010-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","132.53","","","","2"
"2010-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","136.71","","","","2"
"2010-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","136.24","","","","2"
"2010-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","138.54","","","","2"
"2010-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","124.45","","","","2"
"2010-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","129.40","","","","2"
"2010-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","133.14","","","","2"
"2010-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","143.81","","","","2"
"2010-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","155.39","","","","2"
"2010-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","168.80","","","","2"
"2010-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","180.81","","","","2"
"2011-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","180.51","","","","2"
"2011-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","195.40","","","","2"
"2011-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","204.37","","","","2"
"2011-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","212.71","","","","2"
"2011-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","218.09","","","","2"
"2011-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","222.07","","","","2"
"2011-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","230.40","","","","2"
"2011-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","219.27","","","","2"
"2011-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","221.83","","","","2"
"2011-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","219.61","","","","2"
"2011-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","221.11","","","","2"
"2011-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","225.89","","","","2"
"2012-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","228.50","","","","2"
"2012-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","227.53","","","","2"
"2012-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","235.44","","","","2"
"2012-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","226.79","","","","2"
"2012-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","228.91","","","","2"
"2012-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","236.63","","","","2"
"2012-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","239.14","","","","2"
"2012-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","253.46","","","","2"
"2012-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","251.82","","","","2"
"2012-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","254.96","","","","2"
"2012-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","259.34","","","","2"
"2012-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","265.17","","","","2"
"2013-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","262.82","","","","2"
"2013-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","264.68","","","","2"
"2013-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","263.85","","","","2"
"2013-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","259.79","","","","2"
"2013-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","246.11","","","","2"
"2013-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","244.17","","","","2"
"2013-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","241.90","","","","2"
"2013-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","193.65","","","","2"
"2013-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","172.15","","","","2"
"2013-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","176.63","","","","2"
"2013-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","172.44","","","","2"
"2013-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","169.60","","","","2"
"2014-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","167.28","","","","2"
"2014-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","169.69","","","","2"
"2014-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","176.38","","","","2"
"2014-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","178.83","","","","2"
"2014-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","190.74","","","","2"
"2014-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","192.81","","","","2"
"2014-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","190.92","","","","2"
"2014-08","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","175.10","","","","2"
"2014-09","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","165.99","","","","2"
"2014-10","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","165.72","","","","2"
"2014-11","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","169.91","","","","2"
"2014-12","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","179.61","","","","2"
"2015-01","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","187.87","","","","2"
"2015-02","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","201.78","","","","2"
"2015-03","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","205.36","","","","2"
"2015-04","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","209.25","","","","2"
"2015-05","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","205.40","","","","2"
"2015-06","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","208.95","","","","2"
"2015-07","Quebec","2016A000224","Barley [1151141]","Dollars per metric tonne","117","units","0","v31212118","5.14","202.49","","","","2"
