x,y,MIN_REL_HUMIDITY,HEATING_DEGREE_DAYS_FLAG,STATION_NAME,DIRECTION_MAX_GUST,SNOW_ON_GROUND,LOCAL_DAY,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE,MIN_TEMPERATURE,LOCAL_MONTH,TOTAL_PRECIPITATION_FLAG,ID,MEAN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,PROVINCE_CODE,SPEED_MAX_GUST,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,TOTAL_PRECIPITATION,TOTAL_SNOW,TOTAL_RAIN_FLAG,TOTAL_SNOW_FLAG,MEAN_TEMPERATURE,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,CLIMATE_IDENTIFIER,LOCAL_DATE,MAX_TEMPERATURE_FLAG
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,8.5,-3.1,9,E,3050PPF.1999.9.11,E,E,,,15.3,,0,AB,,,E,4.7,4.7,0,E,,2.7,,1999,3050PPF,1999-09-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,13.1,-2.8,9,,3050PPF.1999.9.12,E,E,,,12.8,,0,AB,,,E,0,0,0,,,5.2,,1999,3050PPF,1999-09-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,17.7,0,9,,3050PPF.1999.9.13,E,E,,,9.1,,0,AB,,,E,0,0,0,,,8.9,,1999,3050PPF,1999-09-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,18.1,1.1,9,,3050PPF.1999.9.14,E,E,,,8.4,,0,AB,,,E,0,0,0,,,9.6,,1999,3050PPF,1999-09-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,17.3,0.7,9,,3050PPF.1999.9.15,E,E,,,9,,0,AB,,,E,0,0,0,,,9,,1999,3050PPF,1999-09-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,16.9,3.2,9,,3050PPF.1999.9.16,E,E,,,7.9,,0,AB,,,E,0,0,0,,,10.1,,1999,3050PPF,1999-09-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,14.6,2.5,9,,3050PPF.1999.9.17,E,E,,,9.4,,0,AB,,,E,0,0,0,,,8.6,,1999,3050PPF,1999-09-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,14.3,1.1,9,,3050PPF.1999.9.18,E,E,,,10.3,,0,AB,,,E,0,0,0,,,7.7,,1999,3050PPF,1999-09-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,19.3,-1,9,,3050PPF.1999.9.19,E,E,,,8.8,,0,AB,,,E,0,0,0,,,9.2,,1999,3050PPF,1999-09-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,20.1,3.2,9,,3050PPF.1999.9.20,E,E,,,6.3,,0,AB,,,E,0,0,0,,,11.7,,1999,3050PPF,1999-09-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,17.7,3.5,9,,3050PPF.1999.9.21,E,E,,,7.4,,0,AB,,,E,0,0,0,,,10.6,,1999,3050PPF,1999-09-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,17.7,4.6,9,,3050PPF.1999.9.22,E,E,,,6.8,,0,AB,,,E,0,0,0,,,11.2,,1999,3050PPF,1999-09-22 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,23,,14.3,0,9,E,3050PPF.1999.9.23,E,E,,,10.8,,0,AB,,,E,0.8,0.8,0,E,,7.2,,1999,3050PPF,1999-09-23 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,24,,1.1,-2.4,9,,3050PPF.1999.9.24,E,E,,,18.7,,0,AB,,,E,0,0,0,,,-0.7,,1999,3050PPF,1999-09-24 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,25,,0,-3.5,9,E,3050PPF.1999.9.25,E,E,,,19.8,,0,AB,,,E,0,4.1,4.1,,E,-1.8,,1999,3050PPF,1999-09-25 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,26,,2.5,-6.8,9,,3050PPF.1999.9.26,E,E,,,20.2,,0,AB,,,E,0,0,0,,,-2.2,,1999,3050PPF,1999-09-26 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,27,,0.4,-8.6,9,,3050PPF.1999.9.27,E,E,,,22.1,,0,AB,,,E,0,0,0,,,-4.1,,1999,3050PPF,1999-09-27 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,28,,0.7,-9.4,9,,3050PPF.1999.9.28,E,E,,,22.4,,0,AB,,,E,0,0,0,,,-4.4,,1999,3050PPF,1999-09-28 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,29,,6,-2.1,9,E,3050PPF.1999.9.29,E,E,,,16,,0,AB,,,E,0,1.5,1.5,,E,2,,1999,3050PPF,1999-09-29 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,30,,1.4,-2.8,9,,3050PPF.1999.9.30,E,E,,,18.7,,0,AB,,,E,0,0,0,,,-0.7,,1999,3050PPF,1999-09-30 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,1,,0,-10.5,10,E,3050PPF.1999.10.1,E,E,,,23.3,,0,AB,,,E,0,1.5,1.5,,E,-5.3,,1999,3050PPF,1999-10-01 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,2,,0.4,-14.9,10,,3050PPF.1999.10.2,E,E,,,25.3,,0,AB,,,E,0,0,0,,,-7.3,,1999,3050PPF,1999-10-02 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,3,,5.3,-7.1,10,,3050PPF.1999.10.3,E,E,,,18.9,,0,AB,,,E,0,0,0,,,-0.9,,1999,3050PPF,1999-10-03 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,4,,8.8,-3.5,10,,3050PPF.1999.10.4,E,E,,,15.3,,0,AB,,,E,0,0,0,,,2.7,,1999,3050PPF,1999-10-04 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,5,,6.7,-3.8,10,,3050PPF.1999.10.5,E,E,,,16.5,,0,AB,,,E,0,0,0,,,1.5,,1999,3050PPF,1999-10-05 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,6,,4.6,-1,10,,3050PPF.1999.10.6,E,E,,,16.2,,0,AB,,,E,0,0,0,,,1.8,,1999,3050PPF,1999-10-06 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,7,,3.2,-0.7,10,E,3050PPF.1999.10.7,E,E,,,16.7,,0,AB,,,E,0.8,0.8,0,E,,1.3,,1999,3050PPF,1999-10-07 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,8,,2.1,-2.4,10,E,3050PPF.1999.10.8,E,E,,,18.2,,0,AB,,,E,0,1.5,1.5,,E,-0.2,,1999,3050PPF,1999-10-08 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,9,,-1.4,-6.8,10,E,3050PPF.1999.10.9,E,E,,,22.1,,0,AB,,,E,0,1.5,1.5,,E,-4.1,,1999,3050PPF,1999-10-09 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,10,,0.7,-6.8,10,,3050PPF.1999.10.10,E,E,,,21.1,,0,AB,,,E,0,0,0,,,-3.1,,1999,3050PPF,1999-10-10 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,3.5,-7.1,10,,3050PPF.1999.10.11,E,E,,,19.8,,0,AB,,,E,0,0,0,,,-1.8,,1999,3050PPF,1999-10-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,3.2,-6.4,10,,3050PPF.1999.10.12,E,E,,,19.6,,0,AB,,,E,0,0,0,,,-1.6,,1999,3050PPF,1999-10-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,1.4,-2.8,10,E,3050PPF.1999.10.13,E,E,,,18.7,,0,AB,,,E,0,3.8,3.8,,E,-0.7,,1999,3050PPF,1999-10-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,-2.8,-7.5,10,E,3050PPF.1999.10.14,E,E,,,23.2,,0,AB,,,E,0,0.8,0.8,,E,-5.2,,1999,3050PPF,1999-10-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,-3.1,-12.9,10,,3050PPF.1999.10.15,E,E,,,26,,0,AB,,,E,0,0,0,,,-8,,1999,3050PPF,1999-10-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,-1.4,-13.7,10,,3050PPF.1999.10.16,E,E,,,25.6,,0,AB,,,E,0,0,0,,,-7.6,,1999,3050PPF,1999-10-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,2.8,-4.2,10,,3050PPF.1999.10.17,E,E,,,18.7,,0,AB,,,E,0,0,0,,,-0.7,,1999,3050PPF,1999-10-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,7.4,-6.8,10,,3050PPF.1999.10.18,E,E,,,17.7,,0,AB,,,E,0,0,0,,,0.3,,1999,3050PPF,1999-10-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,9.9,-6.8,10,,3050PPF.1999.10.19,E,E,,,16.4,,0,AB,,,E,0,0,0,,,1.6,,1999,3050PPF,1999-10-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,7.8,-1,10,,3050PPF.1999.10.20,E,E,,,14.6,,0,AB,,,E,0,0,0,,,3.4,,1999,3050PPF,1999-10-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,8.1,-0.7,10,,3050PPF.1999.10.21,E,E,,,14.3,,0,AB,,,E,0,0,0,,,3.7,,1999,3050PPF,1999-10-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,11,-2.4,10,,3050PPF.1999.10.22,E,E,,,13.7,,0,AB,,,E,0,0,0,,,4.3,,1999,3050PPF,1999-10-22 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,23,,11.7,-3.1,10,,3050PPF.1999.10.23,E,E,,,13.7,,0,AB,,,E,0,0,0,,,4.3,,1999,3050PPF,1999-10-23 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,24,,6,-5.7,10,,3050PPF.1999.10.24,E,E,,,17.8,,0,AB,,,E,0,0,0,,,0.2,,1999,3050PPF,1999-10-24 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,25,,2.1,-7.1,10,E,3050PPF.1999.10.25,E,E,,,20.5,,0,AB,,,E,0,0.8,0.8,,E,-2.5,,1999,3050PPF,1999-10-25 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,26,,-0.7,-10.1,10,E,3050PPF.1999.10.26,E,E,,,23.4,,0,AB,,,E,0,0.8,0.8,,E,-5.4,,1999,3050PPF,1999-10-26 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,27,,-2.4,-13.7,10,,3050PPF.1999.10.27,E,E,,,26.1,,0,AB,,,E,0,0,0,,,-8.1,,1999,3050PPF,1999-10-27 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,28,,0,-4.9,10,E,3050PPF.1999.10.28,E,E,,,20.5,,0,AB,,,E,0,0.8,0.8,,E,-2.5,,1999,3050PPF,1999-10-28 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,29,,3.1,-4.2,10,E,3050PPF.1999.10.29,E,E,,,18.6,,0,AB,,,E,0,0.8,0.8,,E,-0.6,,1999,3050PPF,1999-10-29 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,30,,-0.7,-3.1,10,E,3050PPF.1999.10.30,E,E,,,19.9,,0,AB,,,E,0,6.9,6.9,,E,-1.9,,1999,3050PPF,1999-10-30 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,31,,-1,-12.9,10,E,3050PPF.1999.10.31,E,E,,,25,,0,AB,,,E,0,6.9,6.9,,E,-7,,1999,3050PPF,1999-10-31 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,1,,-6,-17.4,11,,3050PPF.1999.11.1,E,E,,,29.7,,0,AB,,,E,0,0,0,,,-11.7,,1999,3050PPF,1999-11-01 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,2,,-3.1,-14.9,11,,3050PPF.1999.11.2,E,E,,,27,,0,AB,,,E,0,0,0,,,-9,,1999,3050PPF,1999-11-02 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,3,,-2.4,-12.5,11,E,3050PPF.1999.11.3,E,E,,,25.5,,0,AB,,,E,0,2.8,2.8,,E,-7.5,,1999,3050PPF,1999-11-03 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,4,,-4.2,-16.2,11,E,3050PPF.1999.11.4,E,E,,,28.2,,0,AB,,,E,0,1.5,1.5,,E,-10.2,,1999,3050PPF,1999-11-04 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,5,,-3.8,-17.4,11,,3050PPF.1999.11.5,E,E,,,28.6,,0,AB,,,E,0,0,0,,,-10.6,,1999,3050PPF,1999-11-05 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,6,,-0.3,-12.5,11,E,3050PPF.1999.11.6,E,E,,,24.4,,0,AB,,,E,0,4.3,4.3,,E,-6.4,,1999,3050PPF,1999-11-06 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,7,,4.9,-2.8,11,,3050PPF.1999.11.7,E,E,,,16.9,,0,AB,,,E,0,0,0,,,1.1,,1999,3050PPF,1999-11-07 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,8,,2.8,-4.9,11,,3050PPF.1999.11.8,E,E,,,19.1,,0,AB,,,E,0,0,0,,,-1.1,,1999,3050PPF,1999-11-08 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,9,,1.1,-1.7,11,,3050PPF.1999.11.9,E,E,,,18.3,,0,AB,,,E,0,0,0,,,-0.3,,1999,3050PPF,1999-11-09 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,10,,0,-3.8,11,E,3050PPF.1999.11.10,E,E,,,19.9,,0,AB,,,E,0,0.8,0.8,,E,-1.9,,1999,3050PPF,1999-11-10 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,-0.3,-3.5,11,E,3050PPF.1999.11.11,E,E,,,19.9,,0,AB,,,E,0,3,3,,E,-1.9,,1999,3050PPF,1999-11-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,0.4,-1.7,11,E,3050PPF.1999.11.12,E,E,,,18.7,,0,AB,,,E,0,8.4,8.4,,E,-0.7,,1999,3050PPF,1999-11-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,-0.7,-4.2,11,,3050PPF.1999.11.13,E,E,,,20.5,,0,AB,,,E,0,0,0,,,-2.5,,1999,3050PPF,1999-11-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,4.6,-0.7,11,E,3050PPF.1999.11.14,E,E,,,16,,0,AB,,,E,0,0.8,0.8,,E,2,,1999,3050PPF,1999-11-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,6.4,-3.1,11,,3050PPF.1999.11.15,E,E,,,16.3,,0,AB,,,E,0,0,0,,,1.7,,1999,3050PPF,1999-11-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,4.2,-2.8,11,,3050PPF.1999.11.16,E,E,,,17.3,,0,AB,,,E,0,0,0,,,0.7,,1999,3050PPF,1999-11-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,0.7,-2.1,11,,3050PPF.1999.11.17,E,E,,,18.7,,0,AB,,,E,0,0,0,,,-0.7,,1999,3050PPF,1999-11-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,0.4,-7.5,11,,3050PPF.1999.11.18,E,E,,,21.6,,0,AB,,,E,0,0,0,,,-3.6,,1999,3050PPF,1999-11-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,-1,-8.3,11,,3050PPF.1999.11.19,E,E,,,22.7,,0,AB,,,E,0,0,0,,,-4.7,,1999,3050PPF,1999-11-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,-0.7,-6.8,11,,3050PPF.1999.11.20,E,E,,,21.8,,0,AB,,,E,0,0,0,,,-3.8,,1999,3050PPF,1999-11-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,-4.6,-9.8,11,,3050PPF.1999.11.21,E,E,,,25.2,,0,AB,,,E,0,0,0,,,-7.2,,1999,3050PPF,1999-11-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,-6.4,-10.9,11,,3050PPF.1999.11.22,E,E,,,26.7,,0,AB,,,E,0,0,0,,,-8.7,,1999,3050PPF,1999-11-22 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,23,,-6,-10.5,11,E,3050PPF.1999.11.23,E,E,,,26.3,,0,AB,,,E,0,1.8,1.8,,E,-8.3,,1999,3050PPF,1999-11-23 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,24,,-6.4,-7.9,11,E,3050PPF.1999.11.24,E,E,,,25.2,,0,AB,,,E,0,3.3,3.3,,E,-7.2,,1999,3050PPF,1999-11-24 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,25,,-5.3,-13.7,11,,3050PPF.1999.11.25,E,E,,,27.5,,0,AB,,,E,0,0,0,,,-9.5,,1999,3050PPF,1999-11-25 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,26,,-7.5,-17,11,,3050PPF.1999.11.26,E,E,,,30.3,,0,AB,,,E,0,0,0,,,-12.3,,1999,3050PPF,1999-11-26 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,27,,-11.7,-20.7,11,,3050PPF.1999.11.27,E,E,,,34.2,,0,AB,,,E,0,0,0,,,-16.2,,1999,3050PPF,1999-11-27 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,28,,-5.3,-14.1,11,,3050PPF.1999.11.28,E,E,,,27.7,,0,AB,,,E,0,0,0,,,-9.7,,1999,3050PPF,1999-11-28 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,29,,2.5,-11.7,11,,3050PPF.1999.11.29,E,E,,,22.6,,0,AB,,,E,0,0,0,,,-4.6,,1999,3050PPF,1999-11-29 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,30,,0,-8.3,11,E,3050PPF.1999.11.30,E,E,,,22.2,,0,AB,,,E,0,2.3,2.3,,E,-4.2,,1999,3050PPF,1999-11-30 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,1,,-4.2,-8.6,12,,3050PPF.1999.12.1,E,E,,,24.4,,0,AB,,,E,0,0,0,,,-6.4,,1999,3050PPF,1999-12-01 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,2,,-4.2,-6.8,12,E,3050PPF.1999.12.2,E,E,,,23.5,,0,AB,,,E,0,0.8,0.8,,E,-5.5,,1999,3050PPF,1999-12-02 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,3,,-6,-14.9,12,,3050PPF.1999.12.3,E,E,,,28.5,,0,AB,,,E,0,0,0,,,-10.5,,1999,3050PPF,1999-12-03 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,4,,-8.3,-13.3,12,,3050PPF.1999.12.4,E,E,,,28.8,,0,AB,,,E,0,0,0,,,-10.8,,1999,3050PPF,1999-12-04 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,5,,-6,-12.5,12,,3050PPF.1999.12.5,E,E,,,27.3,,0,AB,,,E,0,0,0,,,-9.3,,1999,3050PPF,1999-12-05 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,6,,-6.4,-8.6,12,E,3050PPF.1999.12.6,E,E,,,25.5,,0,AB,,,E,0,2.3,2.3,,E,-7.5,,1999,3050PPF,1999-12-06 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,7,,-6.4,-17,12,,3050PPF.1999.12.7,E,E,,,29.7,,0,AB,,,E,0,0,0,,,-11.7,,1999,3050PPF,1999-12-07 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,8,,-9.8,-17.9,12,,3050PPF.1999.12.8,E,E,,,31.9,,0,AB,,,E,0,0,0,,,-13.9,,1999,3050PPF,1999-12-08 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,9,,-6,-14.9,12,,3050PPF.1999.12.9,E,E,,,28.5,,0,AB,,,E,0,0,0,,,-10.5,,1999,3050PPF,1999-12-09 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,10,,-6.8,-10.5,12,,3050PPF.1999.12.10,E,E,,,26.7,,0,AB,,,E,0,0,0,,,-8.7,,1999,3050PPF,1999-12-10 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,11,,-4.9,-10.1,12,,3050PPF.1999.12.11,E,E,,,25.5,,0,AB,,,E,0,0,0,,,-7.5,,1999,3050PPF,1999-12-11 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,12,,-4.6,-8.3,12,E,3050PPF.1999.12.12,E,E,,,24.5,,0,AB,,,E,0,4.3,4.3,,E,-6.5,,1999,3050PPF,1999-12-12 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,13,,-8.3,-12.1,12,,3050PPF.1999.12.13,E,E,,,28.2,,0,AB,,,E,0,0,0,,,-10.2,,1999,3050PPF,1999-12-13 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,14,,-9.4,-14.1,12,,3050PPF.1999.12.14,E,E,,,29.8,,0,AB,,,E,0,0,0,,,-11.8,,1999,3050PPF,1999-12-14 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,15,,-3.5,-13.7,12,E,3050PPF.1999.12.15,E,E,,,26.6,,0,AB,,,E,0,1.5,1.5,,E,-8.6,,1999,3050PPF,1999-12-15 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,16,,-2.8,-7.9,12,,3050PPF.1999.12.16,E,E,,,23.4,,0,AB,,,E,0,0,0,,,-5.4,,1999,3050PPF,1999-12-16 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,17,,-4.9,-7.1,12,,3050PPF.1999.12.17,E,E,,,24,,0,AB,,,E,0,0,0,,,-6,,1999,3050PPF,1999-12-17 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,18,,-4.6,-14.5,12,E,3050PPF.1999.12.18,E,E,,,27.6,,0,AB,,,E,0,1.5,1.5,,E,-9.6,,1999,3050PPF,1999-12-18 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,19,,-10.9,-19.3,12,,3050PPF.1999.12.19,E,E,,,33.1,,0,AB,,,E,0,0,0,,,-15.1,,1999,3050PPF,1999-12-19 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,20,,-3.5,-10.9,12,E,3050PPF.1999.12.20,E,E,,,25.2,,0,AB,,,E,0,2,2,,E,-7.2,,1999,3050PPF,1999-12-20 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,21,,-3.1,-9.8,12,,3050PPF.1999.12.21,E,E,,,24.5,,0,AB,,,E,0,0,0,,,-6.5,,1999,3050PPF,1999-12-21 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,22,,-1.4,-8.3,12,,3050PPF.1999.12.22,E,E,,,22.9,,0,AB,,,E,0,0,0,,,-4.9,,1999,3050PPF,1999-12-22 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,23,,0.4,-8.3,12,,3050PPF.1999.12.23,E,E,,,22,,0,AB,,,E,0,0,0,,,-4,,1999,3050PPF,1999-12-23 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,24,,-0.3,-7.9,12,,3050PPF.1999.12.24,E,E,,,22.1,,0,AB,,,E,0,0,0,,,-4.1,,1999,3050PPF,1999-12-24 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,25,,-1.7,-9.4,12,,3050PPF.1999.12.25,E,E,,,23.6,,0,AB,,,E,0,0,0,,,-5.6,,1999,3050PPF,1999-12-25 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,26,,0.7,-6.4,12,,3050PPF.1999.12.26,E,E,,,20.9,,0,AB,,,E,0,0,0,,,-2.9,,1999,3050PPF,1999-12-26 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,27,,1.4,-5.3,12,,3050PPF.1999.12.27,E,E,,,20,,0,AB,,,E,0,0,0,,,-2,,1999,3050PPF,1999-12-27 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,28,,4.2,-4.6,12,,3050PPF.1999.12.28,E,E,,,18.2,,0,AB,,,E,0,0,0,,,-0.2,,1999,3050PPF,1999-12-28 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,29,,1.4,-7,12,,3050PPF.1999.12.29,E,E,,,20.8,,0,AB,,,E,0,0,0,,,-2.8,,1999,3050PPF,1999-12-29 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,30,,-2.8,-9.8,12,,3050PPF.1999.12.30,E,E,,,24.3,,0,AB,,,E,0,0,0,,,-6.3,,1999,3050PPF,1999-12-30 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,31,,-6,-12.1,12,,3050PPF.1999.12.31,E,E,,,27.1,,0,AB,,,E,0,0,0,,,-9.1,,1999,3050PPF,1999-12-31 00:00:00,E
-116.46666666666667,51.7,,E,(AE) BOW SUMMIT,,,1,,-10.5,-14.1,1,,3050PPF.2000.1.1,E,E,,,30.3,,0,AB,,,E,,,,,,-12.3,,2000,3050PPF,2000-01-01 00:00:00,E
