,Date_ID,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region,Total_Value
4833,237,10,31,4,2020,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15,14,22,3,13,8,4,0,10,4,26,2,23.0,22.0,23.0,7.0,16.0,11.0,18.0,3.0,12.0,12.0,17.0,9.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5
6337,73,2,28,1,2007,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,5,5,2,25,28,9,39,24,18,35,0,4.0,4.0,6.0,29.0,32.0,23.0,12.0,22.0,31.0,35.0,37.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6334,70,11,30,4,2006,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6,3,8,1,27,27,14,38,20,22,35,0,17.0,17.0,17.0,3.0,26.0,35.0,40.0,39.0,19.0,40.0,24.0,3.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
3152,224,9,30,3,2019,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,27,27,30,22,8,13,37,40,2,29,13,10,30.0,30.0,28.0,22.0,15.0,21.0,36.0,40.0,15.0,34.0,10.0,16.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
5862,150,7,31,3,2013,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,33,33,38,13,0,0,20,18,0,20,6,13,34.0,33.0,32.0,17.0,4.0,2.0,34.0,23.0,5.0,27.0,6.0,18.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2864,212,9,30,3,2018,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,23,23,23,2,9,13,24,32,0,28,16,6,27.0,29.0,27.0,6.0,15.0,31.0,32.0,34.0,5.0,31.0,13.0,19.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5900,188,9,30,3,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,26,26,26,21,3,1,12,12,0,11,14,5,34.0,35.0,30.0,24.0,5.0,3.0,32.0,27.0,0.0,22.0,7.0,21.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3792,24,1,31,1,2003,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,1,6,15,18,15,4,13,19,10,40,0,7.0,6.0,8.0,31.0,32.0,18.0,18.0,15.0,23.0,30.0,36.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
7030,76,5,31,2,2007,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,26,29,24,16,6,6,17,7,9,16,14,5,20.0,18.0,21.0,10.0,23.0,29.0,8.0,16.0,11.0,10.0,20.0,5.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
7217,263,12,31,4,2022,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,11,11,7,2,29,29,39,21,19,35,29,0,11.0,11.0,13.0,8.0,36.0,35.0,18.0,38.0,20.0,17.0,29.0,4.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
651,99,4,30,2,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,20,25,28,12,7,32,30,5,34,21,5,19.0,20.0,20.0,11.0,19.0,23.0,15.0,27.0,14.0,10.0,21.0,5.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
4873,1,2,28,1,2001,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,2,2,0,16,17,1,15,24,5,39,0,3.0,5.0,1.0,11.0,30.0,18.0,0.0,1.0,33.0,10.0,38.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3961,193,2,28,1,2017,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,5,4,8,35,16,21,3,30,14,3,33,0,6.0,4.0,8.0,38.0,35.0,32.0,7.0,31.0,27.0,14.0,32.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4662,66,7,31,3,2006,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,40,38,40,30,0,0,14,2,0,16,0,20,38.0,38.0,39.0,30.0,2.0,1.0,20.0,4.0,0.0,23.0,2.0,24.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
7545,39,4,30,2,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,24,25,22,30,9,5,14,4,8,13,16,2,15.0,14.0,16.0,32.0,25.0,18.0,5.0,29.0,20.0,18.0,26.0,1.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
2548,172,5,31,2,2015,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,22,28,12,12,29,22,22,3,12,16,7,23.0,22.0,24.0,17.0,16.0,16.0,4.0,2.0,8.0,3.0,16.0,8.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2643,267,4,30,2,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,14,11,15,3,24,30,10,33,8,7,27,0,16.0,15.0,16.0,8.0,26.0,34.0,5.0,25.0,21.0,4.0,24.0,2.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3277,73,2,28,1,2007,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,0,0,1,25,27,9,36,26,12,39,0,2.0,3.0,2.0,6.0,34.0,30.0,15.0,37.0,32.0,37.0,37.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3210,6,7,31,3,2001,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,39,34,36,24,0,0,32,28,0,22,1,21,36.0,35.0,37.0,23.0,1.0,0.0,38.0,21.0,0.0,36.0,4.0,23.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1086,258,7,31,3,2022,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,34,37,30,18,0,0,32,15,0,27,7,17,39.0,40.0,38.0,25.0,2.0,0.0,27.0,22.0,3.0,20.0,1.0,24.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1001,173,6,30,2,2015,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,30,30,25,8,1,0,35,23,0,35,9,10,33.0,32.0,32.0,26.0,2.0,0.0,25.0,8.0,0.0,24.0,6.0,17.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
7504,274,11,30,4,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,23,14,27,12,4,38,7,9,35,21,0,21.0,19.0,21.0,30.0,18.0,31.0,28.0,24.0,15.0,28.0,19.0,9.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1987,163,8,31,3,2014,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,37,34,35,21,0,0,33,34,0,23,4,19,38.0,37.0,35.0,22.0,1.0,0.0,34.0,30.0,0.0,24.0,2.0,23.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3109,181,2,29,1,2016,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,3,3,34,22,21,5,27,22,9,37,0,9.0,10.0,8.0,40.0,27.0,19.0,6.0,22.0,24.0,15.0,29.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2286,186,7,31,3,2016,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,38,38,35,18,0,0,32,35,0,27,1,18,36.0,38.0,33.0,18.0,1.0,0.0,37.0,31.0,0.0,35.0,3.0,19.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2473,97,2,28,1,2009,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,6,22,23,11,39,24,11,38,0,1.0,1.0,0.0,2.0,38.0,32.0,4.0,33.0,33.0,15.0,38.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7045,91,8,31,3,2008,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,33,36,34,14,1,0,34,39,0,29,7,16,37.0,39.0,34.0,13.0,9.0,0.0,40.0,38.0,0.0,40.0,1.0,21.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6424,160,5,31,2,2014,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,24,21,26,9,12,22,15,21,0,19,16,5,20.0,18.0,19.0,6.0,20.0,26.0,22.0,39.0,13.0,29.0,20.0,6.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
1243,139,8,31,3,2012,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,39,39,38,23,0,0,26,15,0,20,0,20,39.0,38.0,39.0,26.0,0.0,0.0,11.0,3.0,0.0,4.0,1.0,23.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
6401,137,6,30,2,2012,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,30,32,25,20,0,0,33,27,0,32,9,7,28.0,29.0,27.0,24.0,10.0,5.0,38.0,37.0,6.0,39.0,12.0,12.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2524,148,5,31,2,2013,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,18,26,20,7,5,21,13,0,13,16,5,24.0,21.0,25.0,22.0,16.0,10.0,22.0,18.0,10.0,20.0,16.0,7.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2617,241,2,28,1,2021,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,2,0,15,11,0,6,21,1,40,0,1.0,0.0,2.0,3.0,27.0,22.0,0.0,2.0,28.0,0.0,39.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7373,143,12,31,4,2012,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,18,8,18,29,22,39,26,17,40,26,0,12.0,13.0,11.0,7.0,32.0,30.0,13.0,29.0,20.0,24.0,27.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
715,163,8,31,3,2014,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,37,38,30,20,0,0,33,20,0,26,2,16,37.0,37.0,34.0,24.0,1.0,0.0,29.0,28.0,0.0,15.0,2.0,22.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
5729,17,6,30,2,2002,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30,29,36,27,13,23,25,13,0,18,11,12,25.0,25.0,29.0,5.0,16.0,35.0,26.0,10.0,0.0,24.0,15.0,13.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4116,72,1,31,1,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2,4,36,21,16,4,14,22,8,37,0,9.0,7.0,6.0,39.0,33.0,19.0,28.0,15.0,26.0,27.0,33.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4758,162,7,31,3,2014,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,37,37,33,15,0,0,15,3,0,12,1,15,36.0,37.0,34.0,27.0,3.0,3.0,36.0,24.0,0.0,18.0,3.0,21.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5
6744,205,2,28,1,2018,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,2,3,0,23,25,5,34,20,6,35,0,1.0,1.0,3.0,8.0,37.0,30.0,10.0,32.0,29.0,12.0,39.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
750,198,7,31,3,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,36,37,28,14,0,0,25,11,0,28,4,17,40.0,40.0,36.0,23.0,0.0,0.0,11.0,1.0,0.0,5.0,0.0,24.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
4070,26,3,31,1,2003,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6,1,14,2,14,11,2,6,8,6,36,0,4.0,0.0,7.0,0.0,33.0,26.0,16.0,21.0,27.0,28.0,37.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
5878,166,11,30,4,2014,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7,4,13,3,29,30,13,40,19,14,33,0,19.0,19.0,18.0,26.0,21.0,17.0,30.0,30.0,16.0,28.0,21.0,6.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
131,131,12,31,4,2011,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,9,9,6,36,29,13,28,24,16,38,29,0,11.0,12.0,7.0,40.0,26.0,14.0,10.0,10.0,20.0,16.0,29.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2891,239,12,31,4,2020,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,4,4,3,39,22,13,6,9,17,10,36,0,12.0,13.0,12.0,39.0,26.0,21.0,16.0,5.0,21.0,9.0,28.0,2.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6339,75,4,30,2,2007,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,17,14,17,6,21,27,14,38,2,16,22,0,14.0,10.0,15.0,17.0,27.0,26.0,14.0,35.0,18.0,23.0,26.0,1.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4368,48,1,31,1,2005,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0,3,4,22,18,7,21,22,12,40,0,2.0,0.0,7.0,3.0,39.0,29.0,37.0,34.0,26.0,39.0,40.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
6397,133,2,29,1,2012,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8,8,7,30,21,23,2,29,14,2,31,0,7.0,6.0,5.0,38.0,35.0,26.0,8.0,25.0,25.0,22.0,33.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5
3509,161,6,30,2,2014,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,30,29,25,7,5,0,38,39,0,37,10,7,28.0,29.0,27.0,16.0,10.0,6.0,35.0,31.0,0.0,37.0,12.0,11.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
4665,69,10,31,4,2006,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,16,16,20,4,12,15,9,25,8,6,25,0,24.0,23.0,22.0,10.0,16.0,11.0,28.0,28.0,13.0,27.0,17.0,9.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4767,171,4,30,2,2015,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,19,16,24,25,14,26,7,16,1,5,21,1,15.0,15.0,17.0,15.0,23.0,17.0,0.0,2.0,19.0,2.0,24.0,1.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
2572,196,5,31,2,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,23,23,16,5,4,12,7,0,13,15,2,24.0,25.0,24.0,29.0,14.0,6.0,26.0,33.0,11.0,26.0,15.0,9.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6626,86,3,31,1,2008,1,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,12,12,13,24,17,13,2,6,14,3,28,0,4.0,6.0,6.0,5.0,37.0,30.0,8.0,24.0,32.0,24.0,34.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7752,247,8,31,3,2021,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,36,38,39,21,0,0,17,12,0,15,4,18,40.0,39.0,40.0,29.0,0.0,0.0,13.0,3.0,0.0,4.0,1.0,26.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6123,135,4,30,2,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,19,18,22,15,19,28,14,40,4,13,20,3,17.0,15.0,20.0,40.0,23.0,22.0,9.0,37.0,16.0,20.0,22.0,4.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7354,124,5,31,2,2011,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25,28,21,8,7,5,31,34,6,37,15,1,19.0,20.0,19.0,7.0,23.0,29.0,24.0,37.0,13.0,23.0,21.0,2.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
7462,232,5,31,2,2020,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,27,30,25,26,3,0,24,24,6,28,12,6,17.0,16.0,19.0,2.0,20.0,17.0,2.0,9.0,15.0,3.0,23.0,5.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6491,227,12,31,4,2019,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6,10,5,26,22,22,2,20,16,3,35,0,11.0,13.0,7.0,10.0,29.0,29.0,13.0,9.0,19.0,18.0,29.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
5513,77,6,30,2,2007,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,29,29,27,20,5,0,32,28,1,32,11,9,27.0,28.0,30.0,20.0,10.0,7.0,33.0,29.0,6.0,34.0,13.0,12.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4693,97,2,28,1,2009,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,2,3,4,22,27,6,36,24,6,37,0,0.0,1.0,0.0,2.0,38.0,30.0,3.0,25.0,33.0,14.0,39.0,0.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
4305,261,10,31,4,2022,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21,19,23,33,13,24,3,10,3,1,19,2,26.0,26.0,26.0,35.0,14.0,9.0,12.0,2.0,8.0,1.0,14.0,12.0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
6363,99,4,30,2,2009,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,18,17,19,6,14,20,7,17,9,4,21,0,13.0,11.0,14.0,5.0,22.0,24.0,3.0,24.0,22.0,2.0,28.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
7051,97,2,28,1,2009,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,13,16,9,6,23,21,20,10,23,17,25,0,0.0,0.0,1.0,3.0,38.0,28.0,3.0,19.0,33.0,21.0,40.0,0.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6472,208,5,31,2,2018,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,30,28,33,38,0,0,8,6,0,5,10,10,19.0,17.0,22.0,5.0,19.0,19.0,3.0,5.0,13.0,0.0,21.0,9.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
1150,46,11,30,4,2004,1,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,17,18,14,28,17,8,28,15,8,32,24,0,17.0,18.0,15.0,37.0,19.0,8.0,19.0,0.0,13.0,10.0,24.0,2.0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5759,47,12,31,4,2004,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7,5,11,26,27,28,11,39,17,21,35,0,14.0,15.0,12.0,35.0,24.0,13.0,22.0,12.0,17.0,30.0,27.0,0.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
479,203,12,31,4,2017,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,4,5,5,2,31,20,23,18,23,29,37,0,3.0,1.0,5.0,7.0,35.0,24.0,3.0,8.0,25.0,5.0,37.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
24,24,1,31,1,2003,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,2,4,0,4,28,12,12,2,23,26,39,0,2.0,2.0,5.0,13.0,35.0,18.0,14.0,8.0,27.0,29.0,40.0,0.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
6236,248,9,30,3,2021,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,28,26,27,33,0,0,8,2,7,4,12,7,34.0,34.0,35.0,31.0,0.0,0.0,30.0,28.0,7.0,14.0,7.0,23.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
776,224,9,30,3,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,25,28,23,9,0,0,33,25,0,32,15,6,28.0,28.0,27.0,20.0,15.0,21.0,38.0,40.0,15.0,37.0,12.0,12.0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2580,204,1,31,1,2018,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,2,1,26,21,20,3,22,20,4,39,0,2.0,2.0,3.0,13.0,37.0,23.0,20.0,18.0,28.0,19.0,38.0,0.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3102,174,7,31,3,2015,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,39,37,36,25,0,0,35,34,0,27,1,20,36.0,35.0,34.0,22.0,1.0,0.0,38.0,34.0,0.0,33.0,3.0,22.0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5512,76,5,31,2,2007,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,24,25,25,18,13,9,25,35,0,24,15,4,21.0,19.0,23.0,13.0,22.0,24.0,13.0,14.0,11.0,13.0,19.0,5.0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7347,117,10,31,4,2010,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,28,20,27,7,3,39,17,0,35,16,2,26.0,28.0,26.0,14.0,10.0,3.0,40.0,40.0,1.0,39.0,13.0,12.0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
