,Date_ID,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region,Total_Value
2789,137,6,30,2,2012,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,34,31,31,25,5,24,30,28,0,33,7,15,31,31,29,26,8,8,39,33,6,40,9,15,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1404,24,1,31,1,2003,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,5,2,3,32,22,21,11,23,37,38,0,3,3,7,19,35,17,17,10,25,31,39,0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
7955,250,11,30,4,2021,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,19,23,13,28,17,5,40,37,12,40,20,0,22,23,21,37,14,5,39,32,13,23,18,8,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3738,246,7,31,3,2021,0,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,40,38,40,35,0,0,9,1,0,4,0,21,39,37,40,36,1,0,15,1,0,3,3,26,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
7082,128,9,30,3,2011,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,30,33,27,27,3,1,36,32,0,21,10,11,36,38,33,26,3,0,38,30,0,22,2,21,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3626,134,3,31,1,2012,1,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,13,11,16,39,22,23,9,30,13,9,27,0,12,12,11,38,31,28,6,21,26,10,27,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
7771,266,3,31,1,2023,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,17,20,15,7,15,16,18,3,18,20,23,0,3,2,5,12,27,20,0,8,31,0,35,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6585,45,10,31,4,2004,1,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,17,16,21,7,22,29,12,31,9,14,24,0,26,27,24,21,16,12,24,16,9,14,14,12,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3584,236,9,30,3,2020,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,26,23,28,18,1,0,10,4,0,8,14,6,32,32,31,27,1,0,29,20,7,7,8,19,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
1577,197,6,30,2,2017,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,35,35,32,18,0,0,37,37,0,37,5,16,31,32,32,18,8,6,35,29,0,36,9,16,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
3304,100,5,31,2,2009,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,21,20,21,3,12,29,19,17,7,16,19,0,22,23,24,8,17,25,19,14,9,19,17,7,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7,7,8,31,3,2001,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,39,35,37,30,0,0,33,16,0,31,3,20,40,36,40,31,0,0,18,3,0,8,2,26,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
3374,170,3,31,1,2015,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,9,6,14,34,19,14,6,11,11,6,32,0,9,6,10,9,29,21,5,16,24,7,29,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1526,146,3,31,1,2013,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11,13,12,17,24,16,13,7,17,18,29,0,9,10,9,3,35,32,3,27,30,7,31,0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
4756,160,5,31,2,2014,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,24,21,33,10,10,14,16,20,0,14,16,9,21,19,21,7,18,18,22,34,12,27,19,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
1551,171,4,30,2,2015,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,17,20,18,10,11,22,20,5,22,20,0,18,17,19,16,21,17,1,6,17,3,21,1,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
7281,51,4,30,2,2005,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,26,23,25,10,9,32,17,8,26,17,3,13,13,14,15,31,27,6,22,21,17,28,2,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
5760,48,1,31,1,2005,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,0,11,5,21,15,9,14,15,13,38,0,3,0,8,5,39,32,38,38,25,40,39,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2222,122,3,31,1,2011,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,4,3,3,2,17,13,6,7,23,5,37,0,7,5,8,1,36,28,13,23,30,23,32,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3545,197,6,30,2,2017,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,32,31,36,19,0,0,19,8,0,20,8,11,28,29,28,17,10,7,30,26,0,31,12,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
2557,181,2,29,1,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,3,3,34,22,21,5,27,22,9,37,0,9,10,8,40,27,19,6,22,24,15,29,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
544,268,5,31,2,2023,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,23,24,30,17,4,2,16,3,0,14,17,8,29,28,33,37,7,1,1,0,3,0,12,14,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
1103,275,12,31,4,2023,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,10,12,9,40,24,12,26,26,11,18,31,0,13,16,10,40,22,9,16,6,16,4,27,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2781,129,10,31,4,2011,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,22,20,27,36,8,4,11,6,3,9,19,8,25,25,23,33,11,5,24,18,7,16,15,12,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2035,211,8,31,3,2018,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,35,33,40,14,0,0,13,5,0,6,5,18,38,36,40,27,0,0,6,0,0,1,3,25,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
4361,41,6,30,2,2004,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,28,29,31,4,3,0,27,19,0,27,12,8,27,27,28,7,16,34,38,30,6,39,14,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4427,107,12,31,4,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,1,1,0,23,19,7,18,17,9,40,0,10,13,10,10,23,16,3,9,19,4,29,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3445,241,2,28,1,2021,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0,0,2,0,15,11,0,6,21,1,40,0,1,0,2,3,27,22,0,2,28,0,39,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7123,169,2,28,1,2015,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,19,22,13,37,18,10,36,31,14,31,20,0,3,3,4,29,35,22,6,23,24,14,37,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
4228,184,5,31,2,2016,1,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,28,25,36,33,5,6,21,35,2,14,13,9,22,20,24,15,18,20,12,35,10,7,18,8,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
7542,36,1,31,1,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,11,8,7,30,26,39,24,24,40,29,0,8,8,4,33,38,24,32,20,24,30,34,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
5768,56,9,30,3,2005,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,25,21,9,7,1,23,36,0,19,15,4,32,33,30,13,8,2,38,33,0,32,8,21,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3040,112,5,31,2,2010,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,25,24,28,18,9,11,37,39,0,33,16,9,24,25,25,19,17,32,34,39,8,33,16,9,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
7180,226,11,30,4,2019,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,18,19,13,24,11,4,35,6,9,27,21,0,19,20,18,9,19,23,30,35,13,15,21,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3830,62,3,31,1,2006,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,9,8,11,8,24,24,8,29,17,9,33,0,7,8,6,8,36,29,13,31,30,22,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3732,240,1,31,1,2021,0,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4,2,4,39,17,15,2,8,21,2,37,0,8,9,7,39,27,13,14,8,24,13,33,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
6883,205,2,28,1,2018,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,12,14,8,3,30,29,37,35,25,37,26,0,2,1,3,18,37,28,9,28,28,11,39,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
6047,59,12,31,4,2005,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,8,6,12,36,13,8,1,1,6,3,33,0,14,13,13,33,27,25,33,31,14,35,27,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4117,73,2,28,1,2007,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,1,1,1,24,28,8,39,25,11,38,0,3,4,4,14,33,27,13,32,32,36,37,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
7116,162,7,31,3,2014,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,38,40,38,31,0,0,16,15,0,12,3,19,33,34,30,20,6,3,40,37,0,37,7,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
1165,61,2,28,1,2006,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,7,9,4,15,31,24,27,35,24,31,33,0,5,5,3,24,36,28,14,35,30,23,34,0,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
3454,250,11,30,4,2021,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,11,10,13,35,25,21,10,29,13,8,30,0,18,18,16,38,22,14,38,35,17,25,22,7,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5832,120,1,31,1,2011,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2,7,10,30,30,12,40,23,21,37,0,4,7,2,11,39,32,27,37,27,34,36,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2688,36,1,31,1,2004,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,1,30,28,15,39,26,30,40,0,1,1,0,4,39,34,37,40,31,40,40,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1854,198,7,31,3,2017,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,39,40,33,13,0,0,29,28,0,23,0,20,39,39,36,24,1,0,16,2,0,8,1,24,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
1853,197,6,30,2,2017,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,35,35,32,18,0,0,37,37,0,37,5,16,31,32,32,18,8,6,35,29,0,36,9,16,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
1448,68,9,30,3,2006,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,29,30,26,10,0,1,37,30,0,36,11,9,29,29,31,19,11,8,33,33,0,24,11,14,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
6273,9,10,31,4,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,18,17,19,10,16,18,6,8,6,8,24,0,26,26,26,22,14,7,26,5,9,23,14,13,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2112,12,1,31,1,2002,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,0,4,32,22,16,6,13,21,13,40,0,7,6,10,36,35,20,17,8,26,35,36,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6400,136,5,31,2,2012,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,25,25,26,15,9,6,18,29,1,16,15,4,21,22,22,18,16,13,10,29,8,12,18,6,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
4424,104,9,30,3,2009,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,32,28,38,39,0,0,10,10,0,8,8,14,33,32,34,31,6,5,27,16,4,23,6,20,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4514,194,3,31,1,2017,0,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,9,5,13,18,22,22,6,13,13,4,31,0,10,9,12,29,33,30,17,35,24,22,28,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3817,49,2,28,1,2005,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,4,6,6,28,16,16,1,12,22,1,35,0,3,4,9,15,31,21,2,15,28,5,38,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3789,21,10,31,4,2002,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,13,13,17,1,17,27,7,14,10,14,28,0,24,22,23,11,16,12,9,6,11,10,17,16,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4782,186,7,31,3,2016,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,37,39,33,17,0,0,34,33,0,30,1,15,35,37,32,18,1,0,36,27,0,34,4,18,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4
2691,39,4,30,2,2004,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,16,17,20,12,12,10,8,14,7,9,25,0,18,19,19,29,21,12,2,8,16,6,22,2,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2690,38,3,31,1,2004,1,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,8,7,12,20,25,23,19,40,21,18,35,0,11,9,14,27,30,22,9,24,27,22,30,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2064,240,1,31,1,2021,0,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,3,1,1,40,19,8,2,3,22,3,38,0,8,8,6,39,27,13,13,6,25,10,33,0,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
4193,149,6,30,2,2013,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,32,31,27,18,0,0,34,35,0,30,7,10,29,28,28,25,10,9,38,34,7,37,11,13,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
3345,141,10,31,4,2012,1,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,18,17,18,9,17,24,29,40,6,28,24,0,22,22,22,7,19,25,38,40,13,34,18,11,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5207,191,12,31,4,2016,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,2,3,3,3,20,23,2,29,14,2,36,0,15,16,14,37,24,20,7,6,18,10,25,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
1748,92,9,30,3,2008,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31,32,31,20,0,0,33,20,0,27,9,13,29,30,26,16,6,0,18,10,1,9,10,13,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
6546,6,7,31,3,2001,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,32,34,33,20,1,0,36,25,0,34,8,12,33,33,35,16,3,0,37,16,0,37,7,19,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5721,9,10,31,4,2001,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,17,19,10,16,18,6,8,6,8,24,0,26,26,26,22,14,7,26,5,9,23,14,13,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
4050,6,7,31,3,2001,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,39,36,39,24,0,0,28,26,0,25,0,19,35,34,36,18,3,0,38,20,0,37,6,21,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
5742,30,7,31,3,2003,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,34,34,35,25,2,0,17,3,0,20,6,15,34,33,38,21,4,3,21,3,0,26,6,20,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
6343,79,8,31,3,2007,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,29,29,29,6,5,0,24,23,0,28,11,9,38,38,38,19,5,0,26,11,0,29,3,25,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5446,10,11,30,4,2001,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,12,10,15,37,26,23,10,29,17,12,28,0,19,19,18,27,21,20,37,20,15,38,21,5,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5935,223,8,31,3,2019,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,31,34,9,0,0,15,9,0,20,9,12,37,39,36,21,0,0,22,10,0,16,3,23,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5592,156,1,31,1,2014,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,7,2,10,37,20,17,2,17,21,3,33,0,1,2,2,1,38,26,11,18,30,28,39,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3912,144,1,31,1,2013,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,1,2,16,25,23,7,30,23,12,39,0,5,7,4,24,37,27,15,31,30,31,35,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
4311,267,4,30,2,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,15,10,17,2,20,30,6,29,5,6,26,0,14,15,14,6,24,29,3,14,24,2,26,2,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
681,129,10,31,4,2011,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23,22,22,30,7,4,31,18,3,31,16,5,23,23,22,33,12,4,21,17,7,17,17,8,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
5827,115,8,31,3,2010,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,31,30,29,11,5,0,20,17,0,23,7,9,39,39,36,22,6,0,32,19,0,31,1,25,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
5460,24,1,31,1,2003,0,5,28,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,5,3,12,22,27,24,11,33,19,16,36,0,9,8,7,36,34,20,19,19,23,30,33,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1792,136,5,31,2,2012,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,30,28,34,35,4,2,21,11,2,20,11,13,25,26,26,20,14,9,27,31,6,28,15,10,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
4849,253,2,28,1,2022,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,4,1,15,22,3,28,23,4,39,0,0,1,1,2,35,25,1,22,31,6,40,0,1,1,1,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5
181,181,2,29,1,2016,1,5,29,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,5,4,5,30,32,24,33,39,25,36,31,0,9,8,9,39,31,24,16,37,27,20,29,0,4,4,0,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
3284,80,9,30,3,2007,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,26,27,29,16,5,4,17,10,0,22,14,9,29,29,29,13,10,7,21,12,5,27,11,17,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
2957,29,6,30,2,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,33,33,33,21,0,0,31,19,0,32,7,14,30,30,30,17,7,2,35,14,1,39,11,14,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1675,19,8,31,3,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,40,40,38,25,0,0,18,4,0,13,0,21,35,34,36,13,9,3,34,30,0,34,6,23,3,2,0,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
5363,203,12,31,4,2017,0,5,29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,6,1,11,29,16,19,2,20,16,2,34,0,10,11,10,8,26,23,11,20,20,13,28,0,2,2,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
3424,220,5,31,2,2019,0,5,34,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,22,21,26,5,8,4,10,3,0,8,18,6,22,21,23,10,17,17,9,8,12,5,18,9,1,1,0,3,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
