Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD
-122.287,52.53,MCLEESE LAKE GRANITE MT,1095018,BC,-2.8,17,NA,5.5,8,-12.5,11,23.9,0,NA,23.9,0,NA,35,7,,,NA,291.2,0
-121.724,52.26,OCHILTREE MIOCENE,1095676,BC,-3,4,NA,6,3,-13,2,6.4,5,NA,6.4,5,NA,,2,,,NA,567.6,0
-122.679,53.891,PRINCE GEORGE A,1096450,BC,-4.2,0,3.7,6.5,0,-18.7,0,46.6,0,85,36.7,0,69,25,8,78.6,0,160,687.6,0
-122.852,53.776,PRINCE GEORGE WEST LAKE,1096455,BC,-4.7,1,NA,6.5,0,-24,1,21,0,NA,23.2,0,NA,12,8,,,NA,681,0
-122.736,54.053,PRINCE GEORGE 15NW,1096458,BC,-5.1,0,3.9,5,0,-18,0,51.9,0,88,56.9,0,87,49,9,,,NA,715,0
-122.933,53.967,PRINCE GEORGE MIWORTH,1096465,BC,-4.5,0,NA,8,0,-20,0,45,0,NA,49.8,0,NA,36,13,,,NA,698.2,0
-122.768,53.88,PRINCE GEORGE STP,1096468,BC,-2.7,0,4,8.5,0,-17,0,31.8,0,74,42.6,0,78,25,12,,,NA,642.3,0
-122.51,53.026,QUESNEL A,1096630,BC,-4,0,2.9,9.1,0,-18.9,0,37.3,0,85,26.9,0,56,30,6,,,NA,681.8,0
-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-4.5,0,3.2,6,0,-20,0,27.4,0,75,27.4,0,60,47,5,,,NA,696.1,0
-122.618,52.466,TWAN CREEK,1098318,BC,-5.6,2,3.4,6,1,-19.5,1,25.4,0,76,25.4,0,69,43,4,,,NA,684.2,0
-122.054,52.183,WILLIAMS LAKE A,1098940,BC,-3.3,0,3.4,7.3,0,-15.3,0,29.8,0,81,16,0,48,35,5,75.7,0,129,661.5,0
-122.149,52.128,WILLIAMS LAKE RIVER,1098946,BC,-1.4,0,4.5,9.5,0,-12,0,18,0,76,18.8,0,59,13,5,,,NA,601.1,0
-124.017,54.033,VANDERHOOF,1098D90,BC,-5.6,0,3.4,8,0,-19,0,15,7,NA,15,8,NA,,3,,,NA,731.4,0
-122.489,52.541,CASTLE ROCK 6 NORTH,109A4NG,BC,-2.4,0,NA,9,0,-15,0,15.6,0,NA,15.6,0,NA,27,5,,,NA,631.1,0
-124.847,54.078,FRASER LAKE NORTH SHORE,109C0LF,BC,-6.7,0,2.8,7,0,-21,0,32.2,0,76,33.2,0,69,38,9,,,NA,764.2,0
-121.001,52.005,HORSEFLY RIVER (AUT),109CN9G,BC,,,NA,,,,,,,NA,11,3,NA,,3,,,NA,,
-121.404,51.705,108 MILE HOUSE ABEL LAKE,109E7R6,BC,-3.7,1,NA,8.5,0,-17,1,18.1,0,NA,18.1,0,NA,36,6,,,NA,649.9,0
-119.535,53.003,TETE JAUNE,109QJ3G,BC,-4.4,5,NA,6,2,-19,3,14.5,0,NA,14.5,0,NA,29,5,,,NA,583.1,0
-122.36,49.025,ABBOTSFORD A,1100030,BC,4.8,0,1.2,12.4,0,-4.9,0,0,0,0,125,0,59,0,14,77.5,0,114,408.4,0
-121.76,49.243,AGASSIZ RCS,1100119,BC,4.9,2,1.5,10.9,0,-2.5,2,,,NA,137.6,0,NA,,12,,,NA,379,0
-121.76,49.243,AGASSIZ CDA,1100120,BC,,,,,,,,,,NA,,,NA,,,68,0,116,,
-122.863,49.385,BUNTZEN BAY,1101138,BC,5.4,0,NA,10.5,0,-1,0,3,0,NA,289.4,0,NA,0,19,,,NA,389.1,0
-122.987,49.286,BURNABY CAPITOL HILL,1101146,BC,,,NA,,,,,0.6,0,3,188.8,0,72,0,15,,,NA,,
-122.918,49.278,BURNABY SIMON FRASER U,1101158,BC,4.6,11,1,9.5,11,-1.5,1,3,0,12,79.8,6,NA,0,10,,,NA,268.8,0
-122.877,49.252,BURQUITLAM VANCOUVER GOLF COURSE,1101200,BC,5.4,1,1.6,11.5,1,-2,0,0,0,0,179.5,0,63,0,17,,,NA,378.3,0
-121.925,49.172,CHILLIWACK,1101530,BC,4.5,0,1.3,11.5,0,-5,0,0,0,0,124.6,0,53,0,13,,,NA,418,0
-122.717,49.1,CLOVERDALE EAST,1101708,BC,5.1,0,NA,11.5,0,-4,0,0,0,NA,120.4,0,NA,0,13,,,NA,399.7,0
-122.866,49.269,COQUITLAM COMO LAKE AVE,1101889,BC,,,NA,,,,,0,0,0,124.8,5,NA,0,10,,,NA,,
-121.7,49.083,CHILLIWACK R HATCHERY,1101N65,BC,2.8,1,1,10,1,-3.5,0,0,0,0,117.3,0,65,0,15,,,NA,455.6,0
-122.835,49.259,COQUITLAM MUNDY PARK 2,1101Q9A,BC,,,NA,,,,,1.8,0,NA,173.1,0,NA,0,13,,,NA,,
-122.84,49.254,COQUITLAM MUNDY PARK 3,1101QRJ,BC,,,NA,,,,,0.8,0,NA,179.6,0,NA,0,15,,,NA,,
-123.195,49.41,CYPRESS BOWL 1425,1102252,BC,-1.3,9,NA,8,8,-8,4,172,0,NA,172,1,NA,214,13,,,NA,425.5,0
-123.204,49.396,CYPRESS BOWL,1102253,BC,1,1,NA,10.5,0,-7,1,108.5,0,NA,249.8,0,NA,87,18,,,NA,510.6,0
-123.191,49.405,CYPRESS BOWL UPPER,1102254,BC,-0.6,10,NA,7,9,-7,5,143.5,0,NA,143.5,2,NA,250,13,,,NA,390.3,0
-123.093,49.011,DELTA TSAWWASSEN BEACH,1102425,BC,6.1,0,1,10.5,0,-0.5,0,0,0,0,89.6,0,67,0,13,,,NA,367.8,0
-122.558,49.204,HANEY EAST,1103326,BC,4.2,0,1,11.5,0,-5,0,0,0,0,162.2,0,65,0,15,,,NA,428.6,0
-122.573,49.265,HANEY UBC RF ADMIN,1103332,BC,4.3,0,1.1,11,0,-3,0,1.6,0,9,200.8,0,65,0,14,,,NA,425.5,0
-123.234,49.421,HOWE SOUND STRACHAN CRK,110361F,BC,,,NA,,,,,0,0,NA,128.6,13,NA,0,8,,,NA,,
-121.58,49.357,LAIDLAW,1104488,BC,3.8,0,1.6,10,0,-3,0,0,0,0,171.2,0,60,0,16,,,NA,441.3,0
-123.239,49.453,LIONS BAY,1104634,BC,4.8,18,NA,11.5,12,0,11,0,0,NA,190.8,0,NA,0,14,,,NA,171.3,0
-122.507,49.211,MAPLE RIDGE KANAKA CREEK,1104R02,BC,3.2,1,0.7,9.5,1,-4.5,0,0,0,0,172.6,0,63,0,14,,,NA,444.6,0
-122.271,49.153,MISSION WEST ABBEY,1105192,BC,4.3,0,1.1,10.5,0,-2.5,0,0,0,0,156.2,0,62,0,14,,,NA,424.1,0
-123.081,49.368,N VANC GROUSE MTN RESORT,1105658,BC,2.5,0,2.8,14,0,-4.5,0,113,0,66,221,0,62,168,16,,,NA,481.1,0
-123.068,49.352,N VANCOUVER N LONSDALE,1105665,BC,,,NA,,,,,0,0,NA,258.8,0,NA,0,16,,,NA,,
-123.015,49.298,N VANCOUVER 2ND NARROWS,1105666,BC,,,NA,,,,,0,0,0,193.8,0,74,0,14,,,NA,,
-123.119,49.314,N VANCOUVER WHARVES,1105669,BC,,,NA,,,,,0,0,0,178.9,0,72,0,19,,,NA,,
-122.69,49.208,PITT MEADOWS CS,1106178,BC,4.1,1,NA,12.2,0,-5.5,1,,,NA,175,0,NA,,16,,,NA,416,0
-122.617,49.283,PITT POLDER,1106180,BC,4,1,0.9,11,1,-4,0,0,0,0,194,0,65,0,14,,,NA,421.2,0
-123.265,49.33,POINT ATKINSON,1106200,BC,8.3,0,NA,14,0,2.5,0,,,NA,,,NA,,,,,NA,300.6,0
-123.087,49.179,RICHMOND DALLYN 2,1106764,BC,,,NA,,,,,0,0,NA,131.2,0,NA,0,14,,,NA,,
-122.881,49.279,PORT MOODY GLENAYRE,1106CL2,BC,4.4,14,0.5,8,13,-2,1,0,0,0,105.5,2,NA,0,12,,,NA,231.4,0
-123.093,49.171,RICHMOND NATURE PARK,1106PF7,BC,4.7,1,0.8,11,1,-4,0,0,0,0,125.6,0,70,0,13,,,NA,397.8,0
-123.303,49.106,SANDHEADS CS,1107010,BC,,,NA,,,,,,,NA,60,1,NA,,12,,,NA,,
-121.895,49.082,SARDIS,1107080,BC,3.9,0,1,12,0,-5,0,0,0,0,108.1,0,52,0,14,,,NA,436.6,0
-122.971,49.44,SEYMOUR FALLS,1107200,BC,,,NA,,,,,12,0,30,361.2,0,68,,17,,,NA,,
-122.367,49.233,STAVE FALLS,1107680,BC,4.6,1,1.5,10.5,1,-2.5,0,0,0,0,207,0,69,0,15,,,NA,402.2,0
-123.189,49.131,STEVESTON,1107710,BC,,,NA,,,,,0,0,0,114.8,0,73,0,15,,,NA,,
-122.11,49.113,SUMAS CANAL,1107785,BC,5.9,11,NA,14,8,-1,10,0,0,NA,125.2,0,NA,0,12,,,NA,241.8,0
-122.86,49.193,SURREY KWANTLEN PARK,1107873,BC,,,NA,,,,,0,0,0,168.5,0,77,0,14,,,NA,,
-122.828,49.107,SURREY MUNICIPAL HALL,1107876,BC,5.2,10,NA,11.5,2,-2.5,10,0,0,NA,123.9,0,NA,0,12,,,NA,269.3,0
-122.776,49.205,SURREY TYNEHEAD B,1107H79,BC,4.8,1,NA,11.5,1,-3,0,0,0,NA,167.4,0,NA,0,13,,,NA,395.7,0
-123.122,49.295,VANCOUVER HARBOUR CS,1108446,BC,6.7,0,NA,12.7,0,-0.1,0,,,NA,175.4,0,NA,,18,,,NA,350.8,0
-123.182,49.195,VANCOUVER INT'L A,1108447,BC,5.1,0,1,11.7,0,-3.4,0,0,0,0,130.3,0,77,0,17,75.7,0,126,400.2,0
-123.12,49.235,VANCOUVER OAKRIDGE,1108463,BC,,,NA,,,,,0,0,0,151.4,0,68,0,17,,,NA,,
-123.178,49.228,VANCOUVER SOUTHLANDS,1108473,BC,5.3,0,NA,12,0,-3,0,0,0,NA,143.2,0,NA,0,17,,,NA,394.9,0
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,5.2,0,NA,13,0,-1.6,0,,,NA,250.8,0,NA,,18,,,NA,397.5,0
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,-3.1,0,NA,7.5,0,-10,0,163.2,0,NA,168.2,0,NA,184,19,,,NA,653.6,0
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,5.8,0,NA,11.9,0,-3.3,0,,,NA,102.4,0,NA,,14,,,NA,378,0
-122.876,49.042,WHITE ROCK OCEAN PARK,1108913,BC,,,NA,,,,,0,0,0,97.6,0,60,0,13,,,NA,,
-122.784,49.019,WHITE ROCK STP,1108914,BC,5.8,10,1.2,12,2,-3,9,0,0,0,102.1,0,70,0,12,,,NA,255.6,0
-123.079,49.319,N VANCOUVER W KEITH RD,110B001,BC,,,NA,,,,,0,0,NA,207,0,NA,0,16,,,NA,,
-123.107,49.36,N VANCOUVER CLEVELAND,110EF56,BC,,,NA,,,,,0,0,0,271.8,0,86,0,20,,,NA,,
-122.831,49.188,SURREY GUILDFORD,110GQPB,BC,,,NA,,,,,0,0,NA,165.8,0,NA,0,11,,,NA,,
-122.967,49.437,N VAN SEYMOUR HATCHERY,110N666,BC,3.3,0,1.2,9,0,-3,0,9.5,0,27,377.3,0,67,,18,,,NA,454.2,0
-123.098,49.363,N VANC SONORA DR,110N6FF,BC,,,NA,,,,,0,0,0,227.6,0,69,0,16,,,NA,,
-122.79,49.151,SURREY FLEETWOOD,110S001,BC,,,NA,,,,,0,0,NA,140.7,0,NA,0,14,,,NA,,
-121.483,49.367,HOPE,1113539,BC,3.6,0,NA,10.7,0,-2.9,0,,,NA,151,0,NA,,13,,,NA,446.5,0
-121.236,49.275,HOPE SLIDE,1113581,BC,-0.4,0,1.4,9,0,-10,0,46,0,67,95.4,0,54,39,17,,,NA,569.9,0
-121.934,50.684,LILLOOET,1114619,BC,0.1,0,NA,12.4,0,-7.6,0,,,NA,24,0,NA,,5,,,NA,553.5,0
-121.924,50.673,LILLOOET SETON BCHPA,1114627,BC,-0.5,1,1.8,9,0,-8,1,3.6,0,48,13.8,0,36,,3,,,NA,556.1,0
-121.582,50.224,LYTTON,1114739,BC,1.2,0,NA,11.5,0,-5.4,0,,,NA,27,0,NA,,6,,,NA,520.4,0
-121.549,50.328,LYTTON BOTANIE VALLEY,1114742,BC,,,NA,,,,,17.2,0,NA,27,0,NA,20,8,,,NA,,
-121.608,50.257,LYTTON 2,1114745,BC,,,NA,,,,,5,0,NA,24.6,0,NA,0,5,,,NA,,
-122.241,50.728,SHALALTH,1117215,BC,1.3,19,NA,8.5,11,-4.5,16,,,NA,,,NA,,,,,NA,200.8,0
-121.936,51.071,EDGE HILLS BUTCHER CREEK,111KFLR,BC,0.5,0,NA,13,0,-9.5,0,7,0,NA,10,0,NA,2,5,,,NA,541.6,0
-120.2,50.165,DOUGLAS LAKE,1122541,BC,-6.8,23,NA,6.5,12,-19,21,21.5,0,NA,24,0,NA,,7,,,NA,198.1,0
-120.077,49.357,HEDLEY,1123360,BC,-0.9,1,1.8,5,0,-12,1,24.8,0,117,26.4,0,80,24,7,,,NA,568.3,0
-120.022,49.369,HEDLEY NP MINE,1123390,BC,-3,10,1.5,3.5,9,-11,2,36.1,0,81,36.1,0,79,47,10,,,NA,440,0
-121.017,50.467,HIGHLAND VALLEY LORNEX,1123469,BC,-2.8,0,2,8,0,-12.5,0,19,0,74,20,0,73,,8,,,NA,645.3,0
-120.333,49.673,JELLICOE,1123721,BC,-3.6,0,NA,5.5,0,-17,0,29.2,0,NA,29.2,0,NA,,8,,,NA,669.8,0
-119.126,49.857,JOE RICH CREEK,1123750,BC,-4.4,1,0.7,5,0,-16,1,21.8,0,66,21.8,0,54,31,6,,,NA,671.3,0
-119.378,49.956,KELOWNA A,1123970,BC,-2,0,0.5,5.4,0,-12.5,0,17.2,0,64,16.8,0,54,17,5,31.2,0,79,621.1,0
-119.542,49.789,KELOWNA CEDARCREEK,1123981,BC,-0.2,2,NA,7,0,-5.5,2,0,28,NA,0,28,NA,,0,,,NA,528.3,0
-119.484,49.874,KELOWNA PC BURNETTS NURSERY,1123992,BC,0.4,0,1.1,7.5,0,-7,0,12.5,0,64,12.5,0,42,3,5,,,NA,545.1,0
-119.573,49.842,KELOWNA QUAILS GATE,1123993,BC,0.3,1,NA,7,1,-6,0,15,0,NA,15,0,NA,2,3,,,NA,530.3,0
-119.4,49.95,KELOWNA MWS0,11239R0,BC,-0.9,0,NA,5.8,0,-8.5,0,17,0,NA,17,0,NA,21,6,,,NA,586.2,0
-120.817,50.5,LOGAN LAKE,1124668,BC,-3.7,0,NA,6,0,-18,0,22.5,0,NA,25.5,0,NA,,10,,,NA,673.9,0
-120.801,50.114,MERRITT STP,1125079,BC,-1.4,0,1.5,9.5,0,-10,0,19.1,0,114,21.1,0,69,5,8,,,NA,602.4,0
-119.571,49.551,NARAMATA,1125381,BC,0.2,2,NA,5.5,1,-6.5,1,11,0,NA,11.6,0,NA,11,4,,,NA,517.5,0
-119.414,50.04,OKANAGAN CENTRE,1125700,BC,0.2,0,0.7,8.5,0,-6,0,13.1,0,54,17.5,0,40,,7,,,NA,552.3,0
-119.564,49.166,OLIVER,1125760,BC,0,0,1,6,0,-9,0,16,0,115,18.4,0,67,,5,,,NA,558,0
-119.545,49.179,OLIVER STP,1125766,BC,0.2,0,0.9,6,0,-8,0,6,0,40,19.2,0,67,,3,,,NA,553,0
-119.441,49.028,OSOYOOS CS,1125852,BC,-0.2,0,0.7,6.8,0,-9.9,0,,,NA,8.6,0,NA,,1,,,NA,563.2,0
-119.443,49.032,OSOYOOS WEST,1125865,BC,0.1,0,0.8,6,0,-9.5,0,9,0,62,10.2,0,35,4,2,,,NA,554.4,0
-119.717,49.783,PEACHLAND,1126070,BC,0.6,0,0.8,6.5,0,-4.5,0,18.4,0,77,24.8,0,57,5,6,,,NA,539.3,0
-119.741,49.7,PEACHLAND GREATA RANCH,1126078,BC,0.5,3,NA,7,1,-4,2,16.5,0,NA,21.1,0,NA,,8,,,NA,489.3,0
-119.602,49.463,PENTICTON A,1126150,BC,0.2,0,0.8,5.3,0,-7.5,0,9.4,0,51,8.7,0,32,0,3,26.7,0,76,551.2,0
-120.513,49.468,PRINCETON A,1126510,BC,-3.1,0,1.9,7.8,0,-16.2,0,21.4,0,63,19.6,0,49,31,7,49.5,0,84,655.3,0
-119.31,50.264,VERNON BELLA VISTA,1128553,BC,-0.8,8,1.3,8,7,-10,7,16.2,0,61,16.2,0,42,17,9,,,NA,432.4,0
-119.194,50.223,VERNON CS,1128581,BC,-2.7,0,NA,8.3,0,-12.3,0,,,NA,15.6,0,NA,,7,,,NA,643.2,0
-119.271,50.344,VERNON NORTH,1128583,BC,-1.5,1,1.3,6.5,1,-8.5,1,23.6,0,58,23.6,0,45,28,8,,,NA,584.5,0
-119.056,50.358,VERNON SILVER STAR LODGE,1128584,BC,-4.9,0,NA,3,0,-12,0,49,0,NA,49,0,NA,95,13,,,NA,708.5,0
-119.267,50.3,VERNON SWAN LAKE,1128586,BC,,,NA,,,,,18,0,NA,18,0,NA,22,6,,,NA,,
-119.416,50.037,WINFIELD,1128958,BC,-0.9,1,1,6.5,0,-6,1,15.6,0,57,15.6,0,45,21,6,,,NA,566.7,0
-120.51,49.465,PRINCETON CS,112FN0M,BC,-3.5,0,NA,8.8,0,-17.4,0,,,NA,,,NA,,,,,NA,666.6,0
-119.649,49.563,SUMMERLAND CS,112G8L1,BC,-0.6,0,0.8,7.8,0,-8,0,,,NA,,,NA,,,,,NA,577.1,0
-119.047,49.478,BEAVERDELL NORTH,1130771,BC,-5.5,1,0.6,4,0,-16,1,25,0,68,25,0,60,33,10,37.9,0,87,703.5,0
-118.466,49.026,GRAND FORKS,1133270,BC,-3.1,0,0.6,4.5,0,-17,0,26,0,71,26,0,49,30,9,,,NA,653,0
-118.773,49,MIDWAY,1135126,BC,-3.9,1,0.3,5,1,-20,0,17,0,57,17,0,45,,7,,,NA,657.9,0
-118.228,49.017,BILLINGS,1140876,BC,-2.6,5,0.7,4,4,-13.5,2,23.5,0,62,23.5,0,48,35,9,,,NA,535.7,0
-117.633,49.296,CASTLEGAR A,1141455,BC,-0.9,1,0.7,5.4,0,-6.1,1,27.1,0,49,23.3,0,31,32,7,26.8,0,69,567.6,0
-117.735,49.341,CASTLEGAR ROBSON PUMPHOUSE,1141463,BC,-0.1,0,NA,6,0,-4.5,0,28.5,0,NA,34.9,0,NA,24,13,,,NA,562,0
-116.518,49.097,CRESTON,1142160,BC,-0.8,0,0.7,8,0,-8,0,24,0,63,29,0,42,15,8,,,NA,583.5,0
-116.529,49.096,CRESTON WPCC,1142164,BC,-1.7,0,0.2,9,0,-13,0,23.3,0,71,28.3,0,48,12,7,41.8,0,82,611.6,0
-116.975,50.242,DUNCAN LAKE DAM,1142574,BC,-2.9,3,0,6,1,-15,2,26.6,0,48,29.8,0,32,32,12,,,NA,585.3,0
-118.068,49.872,FAUQUIER,1142820,BC,-0.8,0,0.9,6,0,-8,0,28,0,57,31,0,42,25,11,22.2,0,87,581.7,0
-116.915,49.914,KASLO,1143900,BC,-1.6,1,0.4,4.5,1,-10,0,17,0,29,20.6,0,19,23,7,,,NA,589.2,0
-116.458,49.032,LISTER,1144635,BC,-1.3,0,0.6,8.5,0,-7.5,0,21,0,64,30.2,0,53,,9,,,NA,597.6,0
-117.817,50.269,NAKUSP CS,1145297,BC,-1.2,0,NA,5.2,0,-6,0,,,NA,32.2,0,NA,,8,,,NA,595.9,0
-117.206,49.586,NELSON NE,1145442,BC,-0.1,0,NA,5.5,0,-8,0,23.6,0,NA,27.8,0,NA,35,12,,,NA,561.3,0
-117.375,49.995,NEW DENVER,1145460,BC,-0.8,0,0.9,5.5,0,-8,0,22.2,0,39,32,0,32,29,6,,,NA,584.3,0
-117.305,49.491,NELSON CS,1145M29,BC,-0.6,0,NA,4.8,0,-8.9,0,,,NA,,,NA,,,,,NA,577.9,0
-117.523,49.46,SOUTH SLOCAN,1147620,BC,-2,11,NA,4.5,9,-11.5,9,36,0,NA,46.6,0,NA,53,12,,,NA,400.5,0
-117.75,49.1,WARFIELD,1148700,BC,-0.9,0,0.8,3.5,0,-8.5,0,30,0,59,30.4,0,39,35,10,,,NA,586.5,0
-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,-1.1,0,NA,8.4,0,-6.5,0,,,NA,20.8,0,NA,,9,,,NA,592.4,0
-117.399,49.512,NELSON RIXEN CREEK,114EMDM,BC,-2.2,0,NA,3.5,0,-10,0,47.8,0,NA,52.4,0,NA,68,10,,,NA,624.9,0
-117.648,49.539,PASSMORE,114Q3C9,BC,-1.2,0,NA,6,0,-9,0,21.9,0,NA,24.6,0,NA,34,8,,,NA,596,0
-115.221,49.226,BAYNES LAKE KOOTENAY RIVER,1150690,BC,-4.4,0,1.2,9.5,0,-18.5,0,17.6,0,60,20.6,0,53,21,5,,,NA,693.6,0
-115.782,49.612,CRANBROOK A,1152102,BC,-4.7,0,1.3,7.9,0,-17.4,0,5.3,0,21,4.1,0,16,16,1,66.7,0,105,704.8,0
-115.748,49.476,CRANBROOK SE,1152109,BC,-5.5,0,NA,6.5,0,-20,0,4,0,NA,4,0,NA,24,3,,,NA,728.2,0
-115.072,49.489,FERNIE,1152850,BC,-3.9,1,1.3,7,1,-20,0,9.5,0,11,13,0,9,26,8,,,NA,657.3,0
-114.855,50.149,FORDING RIVER COMINCO,1152899,BC,-7.9,2,1.9,3.5,0,-19.5,2,20.5,0,49,20.5,0,45,31,8,,,NA,751.5,0
-115.761,49.509,CRANBROOK CITY,1152J02,BC,-4.2,0,1.2,6.5,0,-15.5,0,2.6,0,10,2.6,0,9,18,2,,,NA,686.9,0
-115.461,49.524,FT STEELE DANDY CRK,1153034,BC,-4.2,15,NA,8.5,8,-14,10,3,2,NA,3,2,NA,3,2,,,NA,354.6,0
-115.959,49.666,KIMBERLEY COMINCO,1154202,BC,-4.8,0,NA,5.5,0,-13,0,6.9,0,NA,8.1,0,NA,26,3,,,NA,706.2,0
-115.962,49.631,KIMBERLEY PCC,1154203,BC,-5.1,0,1.7,6,0,-19,0,7,0,21,7.4,0,19,26,1,73.9,0,114,715.5,0
-116.051,50.883,KOOTENAY NP KTNY CRSG,1154400,BC,-8.8,0,0.9,1,0,-22.5,0,23,0,63,23,0,58,31,9,,,NA,830,0
-116.061,50.631,KOOTENAY NP WEST GATE,1154410,BC,-5.9,0,1,3.5,0,-15,0,10,0,37,11,0,33,,4,,,NA,740,0
-115.957,49.638,MARYSVILLE,1154909,BC,-5.1,0,1.3,5.5,0,-16,0,7.2,0,20,8.4,0,19,23,4,,,NA,715,0
-114.883,49.745,SPARWOOD,1157630,BC,-4.4,0,2.1,6.4,0,-18.3,0,10.3,0,20,20.9,0,39,13,6,,,NA,694.5,0
-114.884,49.745,SPARWOOD CS,1157631,BC,-4.6,0,NA,6.6,0,-18.4,0,,,NA,,,NA,,,,,NA,699.7,0
-115.459,49.473,WARDNER KTNY HATCHERY,1158692,BC,-3.4,0,1.6,10,0,-15,0,4.1,0,17,14.1,0,43,,4,,,NA,664.6,0
-115.631,49.824,WASA,1158730,BC,-4.8,0,1.4,7.5,0,-13.5,0,8,0,44,9,0,36,1,3,,,NA,706.5,0
-119.29,52.129,BLUE RIVER A,1160899,BC,-5.5,1,1.8,3.8,0,-20.7,1,77.3,0,68,63.6,0,60,88,10,45.3,0,115,704.4,0
-120.794,51.504,BRIDGE LAKE 2,1160986,BC,-4.1,0,2.4,5,0,-16,0,20,0,49,20,0,44,48,6,,,NA,684.3,0
-119.29,52.129,BLUE RIVER CS,1160H99,BC,-6,0,NA,4,0,-25.7,0,,,NA,,,NA,,,,,NA,743.3,0
-121.083,51.708,BUFFALO LAKE,1161104,BC,-4.7,1,3.1,6,1,-20,0,18,0,46,18,0,38,40,5,,,NA,680.3,0
-119.379,50.956,CELISTA,116146F,BC,-2.5,1,1.3,3,1,-12,1,68,0,103,68,0,80,54,11,,,NA,615.4,0
-119.686,50.819,CHASE,1161470,BC,-0.2,0,NA,6,0,-6,0,34.4,0,NA,34.4,0,NA,27,9,,,NA,564.6,0
-120.204,51.262,CHINOOK COVE POSBY LAKE,1161592,BC,-2.8,0,NA,6.5,0,-12,0,18.2,0,NA,18.2,0,NA,,6,,,NA,643.4,0
-121.505,51.145,CLINTON (AUT),1161661,BC,-4.2,0,NA,4.6,0,-11.1,0,,,NA,11,0,NA,,4,,,NA,689.6,0
-120.728,51.03,CRISS CREEK,1162177,BC,-5.1,2,2.4,6,0,-16.5,2,25.6,0,89,25.6,0,83,45,7,,,NA,669.2,0
-120.183,51.297,DARFIELD,1162265,BC,-2.2,0,2.4,6,0,-9,0,14,0,43,14,0,33,25,4,,,NA,625.7,0
-120.442,50.702,KAMLOOPS A,1163780,BC,-0.5,0,2.3,12.6,0,-6.8,0,16.5,0,88,15.8,0,75,6,4,43.7,0,79,572.8,0
-120.253,50.675,KAMLOOPS VALLEYVIEW,1163875,BC,-0.2,0,NA,11,0,-5.5,0,15.3,0,NA,15.3,0,NA,8,3,,,NA,565.3,0
-118.956,50.236,LUMBY,1164729,BC,-5,1,NA,7,1,-19.5,1,19.7,0,NA,19.7,0,NA,35,8,,,NA,691.3,0
-120.222,51.047,MCLURE,1165030,BC,-2.4,0,2.2,3.5,0,-12.5,0,17.4,0,66,17.4,0,46,20,4,,,NA,631.3,0
-121.217,51.681,100 MILE HOUSE 6NE,1165793,BC,-3.8,0,NA,6.5,0,-16,0,20.6,0,NA,20.6,0,NA,37,5,,,NA,675.8,0
-120.8,50.935,RED LAKE,1166658,BC,,,,6,2,,,30,0,88,30,0,85,45,6,,,NA,,
-120.979,51.845,RUTH LAKE,1166912,BC,-3.6,1,3.2,5,0,-13.5,1,21.4,0,49,21.4,0,48,45,6,,,NA,647.2,0
-119.945,50.716,PINANTAN LAKE,1166JFR,BC,-3.6,0,NA,6,0,-13,0,15.7,0,NA,15.7,0,NA,41,4,,,NA,670.7,0
-119.233,50.683,SALMON ARM A,1166R45,BC,-4,2,-0.3,5,1,-16,1,42,0,75,42,0,62,37,10,25.9,0,86,638.1,0
-119.35,50.545,SILVER CREEK,1167337,BC,-1.8,0,1.6,9,0,-14,0,23.9,0,55,24.4,0,41,33,7,,,NA,613.3,0
-121.315,50.422,SPENCES BRIDGE NICOLA,1167637,BC,0.1,0,2.5,12,0,-5.5,0,5,2,NA,5,4,NA,,2,,,NA,555.8,0
-119.911,50.903,SUN PEAKS MOUNTAIN,1168204,BC,-6.2,0,NA,1.5,0,-15,0,46,0,NA,46,0,NA,110,10,,,NA,751.2,0
-119.778,51.576,VAVENBY,1168520,BC,-3.3,0,1.9,5.5,0,-16,0,9.2,0,34,9.2,0,23,24,6,,,NA,660,0
-119.751,50.469,WESTWOLD,1168880,BC,-2.8,3,1.3,9,1,-14,2,10,0,48,10,0,35,16,5,,,NA,581.5,0
-120.2,50.6,KAMLOOPS PRATT ROAD,116C8P0,BC,-2.1,1,NA,8.5,0,-11,1,21,0,NA,21,0,NA,27,8,,,NA,603,0
-119.291,50.703,SALMON ARM CS,116FRMN,BC,-1.3,0,1.3,7,0,-9.4,0,,,NA,21.6,0,NA,,7,,,NA,597.8,0
-120.839,51.327,VIDETTE LAKE SHARPE LAKE,116HFF6,BC,-3.7,0,2.7,6.5,0,-14.5,0,24,0,72,24,0,66,40,8,,,NA,672.9,0
-120.295,50.818,KAMLOOPS RAYLEIGH,116L87J,BC,-1.7,12,NA,4,12,-10,0,13.4,0,NA,13.4,0,NA,,2,,,NA,373.8,0
